x1,y1,x2,y2,Dist
61,398,722,397,661.0007564292192
61,23,722,25,661.0030257116831
150,307,592,308,442.0011312202719
150,70,639,71,489.00102249381854
291,149,490,151,199.01004999748127
291,244,412,243,121.00413216084813
150,73,154,305,232.03448019637082
292,153,293,240,87.00574693662483
487,153,490,305,152.029602380589
718,28,721,395,367.01226137555676
65,28,62,395,367.01226137555676
